#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
263839	852495	948461	32893	852757	YBR196C	b3962	PGI1	sthA	CDC30|glucose-6-phosphate isomerase|L000001410|L000001409	ECK3954|JW5551|sth|udhA	Synthetic Rescue	genetic	Heux S (2008)	PUBMED:18036177	559292	511145	Low Throughput	-	-	Expression of the E. coli transhydrogenase Udha/sthA can partially restore the growth of the ENYpgi1 yeast mutant on glucose.|S. cerevisiae does not have a functional ortholog of the E. coli transhydrogenase UdhA/sthA.  This was not a cross-species complementation experiment.	-	BIOGRID	P12709	-	NP_009755	P27306	-	NP_418397	APO:0000094	metabolism and growth	phenotype	-	-	partial rescue	Saccharomyces cerevisiae (S288c)	Escherichia coli (K12/MG1655)
734738	945066	946879	849455	851219	b0424	b2416	yajL	ptsI	ECK0418|JW5057|thiJ	ECK2411|JW2409|ctr	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P08839	-	NP_416911	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734739	945066	945672	849455	850044	b0424	b1415	yajL	aldA	ECK0418|JW5057|thiJ	ECK1408|JW1412|ald	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P25553	-	NP_415933	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734740	945066	944834	849455	849234	b0424	b0114	yajL	aceE	ECK0418|JW5057|thiJ	ECK0113|JW0110	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0AFG8	-	NP_414656	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734741	945066	945303	849455	849680	b0424	b0726	yajL	sucA	ECK0418|JW5057|thiJ	ECK0714|JW0715|lys	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0AFG3	-	NP_415254	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734742	945066	948221	849455	852523	b0424	b3708	yajL	tnaA	ECK0418|JW5057|thiJ	ECK3701|JW3686|ind	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0A853	-	NP_418164	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734743	945066	946724	849455	851065	b0424	b1276	yajL	acnA	ECK0418|JW5057|thiJ	ECK1271|JW1268|acn	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P25516	-	NP_415792	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734744	945066	944864	849455	849264	b0424	b0118	yajL	acnB	ECK0418|JW5057|thiJ	ECK0117|JW0114|yacI|yacJ	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P36683	-	NP_414660	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734745	945066	945300	849455	849677	b0424	b0724	yajL	sdhB	ECK0418|JW5057|thiJ	ECK0713|JW0714	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P07014	-	NP_415252	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734746	945066	946762	849455	851103	b0424	b2283	yajL	nuoG	ECK0418|JW5057|thiJ	ECK2277|JW2278	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P33602	-	NP_416786	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734747	945066	948394	849455	852691	b0424	b3894	yajL	fdoG	ECK0418|JW5057|thiJ	ECK3887|JW3865	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P32176	-	NP_418330	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734748	945066	947415	849455	851736	b0424	b2925	yajL	fbaA	ECK0418|JW5057|thiJ	ECK2921|JW2892|ald|fba|fda	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0AB71	-	NP_417400	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734749	945066	945637	849455	850009	b0424	b1086	yajL	rluC	ECK0418|JW5057|thiJ	ECK1071|JW1072|yceC	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0AA39	-	NP_415604	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734752	945066	945536	849455	849910	b0424	b0911	yajL	rpsA	ECK0418|JW5057|thiJ	ECK0902|JW0894|ssyF	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0AG67	-	NP_415431	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734753	945066	947874	849455	852185	b0424	b0169	yajL	rpsB	ECK0418|JW5057|thiJ	ECK0168|JW0164	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0A7V0	-	NP_414711	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734754	945066	947814	849455	852126	b0424	b3314	yajL	rpsC	ECK0418|JW5057|thiJ	ECK3301|JW3276	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0A7V3	-	NP_417773	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734755	945066	947793	849455	852105	b0424	b3296	yajL	rpsD	ECK0418|JW5057|thiJ	ECK3283|JW3258|ramA|sud	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0A7V8	-	NP_417755	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734756	945066	947802	849455	852114	b0424	b3306	yajL	rpsH	ECK0418|JW5057|thiJ	ECK3293|JW3268	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0A7W7	-	NP_417765	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734757	945066	947816	849455	852128	b0424	b3321	yajL	rpsJ	ECK0418|JW5057|thiJ	ECK3308|JW3283|nusE	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0A7R5	-	NP_417780	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734758	945066	947792	849455	852104	b0424	b3297	yajL	rpsK	ECK0418|JW5057|thiJ	ECK3284|JW3259	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0A7R9	-	NP_417756	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734759	945066	947845	849455	852156	b0424	b3342	yajL	rpsL	ECK0418|JW5057|thiJ	ECK3329|JW3304|asuB|strA	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0A7S3	-	NP_417801	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734760	945066	947811	849455	852123	b0424	b3316	yajL	rpsS	ECK0418|JW5057|thiJ	ECK3303|JW3278	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0A7U3	-	NP_417775	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734761	945066	947820	849455	852132	b0424	b3317	yajL	rplB	ECK0418|JW5057|thiJ	ECK3304|JW3279	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P60422	-	NP_417776	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734762	945066	947800	849455	852112	b0424	b3308	yajL	rplE	ECK0418|JW5057|thiJ	ECK3295|JW3270	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P62399	-	NP_417767	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734763	945066	947803	849455	852115	b0424	b3305	yajL	rplF	ECK0418|JW5057|thiJ	ECK3292|JW3267	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0AG55	-	NP_417764	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734764	945066	948490	849455	852784	b0424	b3985	yajL	rplJ	ECK0418|JW5057|thiJ	ECK3976|JW3948	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0A7J3	-	NP_418412	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734765	945066	948484	849455	852778	b0424	b3983	yajL	rplK	ECK0418|JW5057|thiJ	ECK3974|JW3946|relC	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0A7J7	-	NP_418410	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734766	945066	948489	849455	852783	b0424	b3986	yajL	rplL	ECK0418|JW5057|thiJ	ECK3977|JW3949	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0A7K2	-	NP_418413	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734767	945066	947828	849455	852140	b0424	b3231	yajL	rplM	ECK0418|JW5057|thiJ	ECK3220|JW3200	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0AA10	-	NP_417698	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734768	945066	947809	849455	852121	b0424	b3310	yajL	rplN	ECK0418|JW5057|thiJ	ECK3297|JW3272	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0ADY3	-	NP_417769	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734769	945066	945190	849455	849576	b0424	b3185	yajL	rpmA	ECK0418|JW5057|thiJ	ECK3174|JW3152|rpz	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0A7L8	-	NP_417652	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
734770	945066	946941	849455	851280	b0424	b3637	yajL	rpmB	ECK0418|JW5057|thiJ	ECK3627|JW3612	Affinity Capture-MS	physical	Le HT (2012)	PUBMED:22157000	511145	511145	Low Throughput	-	-	figure 4.	-	BIOGRID	Q46948	-	NP_414958	P0A7M2	-	NP_418094	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
735524	2541512	945174	278013	849560	SPAC11E3.08c	b0550	nse6	rusA	-	ECK0541|JW0538|rus|ybcP	Dosage Rescue	genetic	Wehrkamp-Richter S (2012)	PUBMED:22855558	284812	511145	Low Throughput	-	-	RusA expression significantly rescues the meiotic defects of nse6, nse5 and mus81 mutant cells, yielding asci that often contained a wild-type complement of four spores	-	BIOGRID	O13688	-	NP_594933	P0AG74	-	NP_415082	APO:0000041	sporulation	phenotype	-	-	partial rescue	Schizosaccharomyces pombe (972h)	Escherichia coli (K12/MG1655)
735525	2540911	945174	277427	849560	SPBC651.10	b0550	nse5	rusA	-	ECK0541|JW0538|rus|ybcP	Dosage Rescue	genetic	Wehrkamp-Richter S (2012)	PUBMED:22855558	284812	511145	Low Throughput	-	-	RusA expression significantly rescues the meiotic defects of nse6, nse5 and mus81 mutant cells, yielding asci that often contained a wild-type complement of four spores	-	BIOGRID	O94668	-	NP_595508	P0AG74	-	NP_415082	APO:0000041	sporulation	phenotype	-	-	partial rescue	Schizosaccharomyces pombe (972h)	Escherichia coli (K12/MG1655)
735526	2539004	945174	275578	849560	SPCC4G3.05c	b0550	mus81	rusA	slx3	ECK0541|JW0538|rus|ybcP	Dosage Rescue	genetic	Wehrkamp-Richter S (2012)	PUBMED:22855558	284812	511145	Low Throughput	-	-	RusA expression significantly rescues the meiotic defects of nse6, nse5 and mus81 mutant cells, yielding asci that often contained a wild-type complement of four spores	-	BIOGRID	P87231	-		P0AG74	-	NP_415082	APO:0000041	sporulation	phenotype	-	-	partial rescue	Schizosaccharomyces pombe (972h)	Escherichia coli (K12/MG1655)
736152	945066	945066	849455	849455	b0424	b0424	yajL	yajL	ECK0418|JW5057|thiJ	ECK0418|JW5057|thiJ	Co-crystal Structure	physical	Wilson MA (2005)	PUBMED:16181642	511145	511145	Low Throughput	-	-	figure 1. YajL is prokaryotic homologue of the Parkinsonism-associated Protein DJ-1	-	BIOGRID	Q46948	-	NP_414958	Q46948	-	NP_414958	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
740617	2539004	945174	275578	849560	SPCC4G3.05c	b0550	mus81	rusA	slx3	ECK0541|JW0538|rus|ybcP	Dosage Rescue	genetic	Doe CL (2002)	PUBMED:12084712	284812	511145	Low Throughput	-	-	RusA rescues the synthetic lethality of a mus81 rqh1 double mutant|genetic complex	-	BIOGRID	P87231	-		P0AG74	-	NP_415082	APO:0000106	vegetative growth	phenotype	-	-	partial rescue	Schizosaccharomyces pombe (972h)	Escherichia coli (K12/MG1655)
740618	2541620	945174	278117	849560	SPAC2G11.12	b0550	rqh1	rusA	hus2|rad12|rec9	ECK0541|JW0538|rus|ybcP	Dosage Rescue	genetic	Doe CL (2002)	PUBMED:12084712	284812	511145	Low Throughput	-	-	RusA rescues the synthetic lethality of a mus81 rqh1 double mutant|genetic complex	-	BIOGRID	Q09811	-	NP_593092	P0AG74	-	NP_415082	APO:0000106	vegetative growth	phenotype	-	-	partial rescue	Schizosaccharomyces pombe (972h)	Escherichia coli (K12/MG1655)
797993	853463	945280	33763	849658	YJR007W	b0673	SUI2	metT	translation initiation factor eIF2 subunit alpha|L000002178	ECK0661|JWR0017|metTalpha	Reconstituted Complex	physical	Naveau M (2012)	PUBMED:23193270	559292	511145	Low Throughput	-	-	yeast eIFalpha and beta form a complex with gamma from Sulfolubus sulfataricus and initiator methionine tRNA from E. coli	-	BIOGRID	P20459	-	NP_012540	-	-	-	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Escherichia coli (K12/MG1655)
797994	855838	945280	35925	849658	YPL237W	b0673	SUI3	metT	translation initiation factor eIF2 subunit beta|L000002179	ECK0661|JWR0017|metTalpha	Reconstituted Complex	physical	Naveau M (2012)	PUBMED:23193270	559292	511145	Low Throughput	-	-	yeast eIFalpha and beta form a complex with gamma from Sulfolubus sulfataricus and initiator methionine tRNA from E. coli	-	BIOGRID	P09064	-	NP_015087	-	-	-	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Escherichia coli (K12/MG1655)
811733	854407	944750	34625	849153	YOR232W	b0014	MGE1	dnaK	YGE1|GRPE|L000000729|L000002638|L000001101	ECK0014|JW0013|groPAB|groPC|groPF|grpC|grpF|seg	Co-purification	physical	Marada A (2013)	PUBMED:23345595	559292	511145	Low Throughput	-	-	E. coli DnaK copurifies, as a contaminant, with recombinant Mge1p and these proteins form a high-molecular weight complex in the presence of crosslinking reagent bis (sulfosuccinimidyl) suberate	-	BIOGRID	P38523	-	NP_014875	P0A6Y8	-	NP_414555	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Escherichia coli (K12/MG1655)
824541	79563	944750	249476	849153	-	b0014	Grpel1	dnaK	GrpE#1|GrpE1	ECK0014|JW0013|groPAB|groPC|groPF|grpC|grpF|seg	Reconstituted Complex	physical	Naylor DJ (1998)	PUBMED:9694873	10116	511145	Low Throughput	-	-	-	-	BIOGRID	P97576	-	NP_077813	P0A6Y8	-	NP_414555	-	-	-	-	-	-	Rattus norvegicus	Escherichia coli (K12/MG1655)
824542	17714	944750	201546	849153	-	b0014	Grpel2	dnaK	mt-GrpE#2|mt-Grpel2	ECK0014|JW0013|groPAB|groPC|groPF|grpC|grpF|seg	Reconstituted Complex	physical	Naylor DJ (1998)	PUBMED:9694873	10090	511145	Low Throughput	-	-	-	-	BIOGRID	O88396	Q0VB85	NP_067271	P0A6Y8	-	NP_414555	-	-	-	-	-	-	Mus musculus	Escherichia coli (K12/MG1655)
906062	949040	949040	853284	853284	b2153	b2153	folE	folE	ECK2146|JW2140	ECK2146|JW2140	Co-crystal Structure	physical	Auerbach G (2000)	PUBMED:11087827	511145	511145	Low Throughput	-	-	human and bacterial GCH1 were likely decamers, in crystal structure there were 5 monomers per asymmetric unit	-	BIOGRID	P0A6T5	-	NP_416658	P0A6T5	-	NP_416658	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
1032215	948538	855289	852832	35426	b4034	YMR247C	malE	RKR1	ECK4026|JW3994|malJ	LTN1|ubiquitin-protein ligase RKR1	Reconstituted Complex	physical	Sung KH (2014)	PUBMED:25305489	511145	559292	Low Throughput	-	-	Figure 1|MBP-K12 (modified to nonstop protein)	-	BIOGRID	P0AEX9	-	NP_418458	Q04781	-	NP_013975	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Saccharomyces cerevisiae (S288c)
1032216	855289	948538	35426	852832	YMR247C	b4034	RKR1	malE	LTN1|ubiquitin-protein ligase RKR1	ECK4026|JW3994|malJ	Reconstituted Complex	physical	Sung KH (2014)	PUBMED:25305489	559292	511145	Low Throughput	-	-	Figure 2|MBP-K12 (modified to nonstop protein)	-	BIOGRID	Q04781	-	NP_013975	P0AEX9	-	NP_418458	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Escherichia coli (K12/MG1655)
1173429	851437	947002	31943	851341	YDL120W	b2529	YFH1	iscU	L000003525	ECK2526|JW2513|hsm-5|miaC|nifU|yfhN	Dosage Rescue	genetic	Yoon H (2015)	PUBMED:25996596	559292	511145	Low Throughput	-	-	E. coli IscU bypasses the need for yfh1 for growth	-	BIOGRID	Q07540	-	NP_010163	P0ACD4	-	NP_417024	APO:0000106	vegetative growth	phenotype	-	-	wild type	Saccharomyces cerevisiae (S288c)	Escherichia coli (K12/MG1655)
1437995	944750	944750	849153	849153	b0014	b0014	dnaK	dnaK	ECK0014|JW0013|groPAB|groPC|groPF|grpC|grpF|seg	ECK0014|JW0013|groPAB|groPC|groPF|grpC|grpF|seg	Co-crystal Structure	physical	Qi R (2013)	PUBMED:23708608	511145	511145	Low Throughput	-	-	-	-	BIOGRID	P0A6Y8	-	NP_414555	P0A6Y8	-	NP_414555	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2201384	945571	7184	849945	113036	b0957	-	ompA	HSP90B1	ECK0948|JW0940|con|tolG|tut	ECGP|GP96|GRP94|HEL-S-125m|HEL35|TRA1	Reconstituted Complex	physical	Maruvada R (2008)	PUBMED:18662321	511145	9606	Low Throughput	-	-	-	-	BIOGRID	P0A910	-	NP_415477	P14625	V9HWP2	NP_003290	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Homo sapiens
2208535	945135	7277	849524	113128	b1610	-	tus	TUBA4A	ECK1605|JW1602|tau	H2-ALPHA|TUBA1	Reconstituted Complex	physical	Souter S (2009)	PUBMED:19681044	511145	9606	Low Throughput	-	-	-	-	BIOGRID	P16525	-	NP_416127	P68366	-	NP_001265481|NP_005991	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Homo sapiens
2344301	944753	944750	849156	849153	b0015	b0014	dnaJ	dnaK	ECK0015|JW0014|faa|groP|grpC	ECK0014|JW0013|groPAB|groPC|groPF|grpC|grpF|seg	Co-localization	physical	Nillegoda NB (2017)	PUBMED:28504929	511145	511145	Low Throughput	-	-	in situ PLA	-	BIOGRID	P08622	-	NP_414556	P0A6Y8	-	NP_414555	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2344302	947572	944750	851888	849153	b1000	b0014	cbpA	dnaK	ECK0991|JW0985	ECK0014|JW0013|groPAB|groPC|groPF|grpC|grpF|seg	Co-localization	physical	Nillegoda NB (2017)	PUBMED:28504929	511145	511145	Low Throughput	-	-	in situ PLA	-	BIOGRID	P36659	-	NP_415520	P0A6Y8	-	NP_414555	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2375994	947299	948691	851627	852983	b2831	b4170	mutH	mutL	ECK2827|JW2799|mutR|prv	ECK4166|JW4128	Reconstituted Complex	physical	Ahrends R (2006)	PUBMED:16772401	511145	511145	Low Throughput	-	-	-	-	BIOGRID	P06722	-	NP_417308	P23367	-	NP_418591	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2380455	948653	948653	852945	852945	b4133	b4133	cadC	cadC	ECK4127|JW4094	ECK4127|JW4094	Co-crystal Structure	physical	Eichinger A (2011)	PUBMED:21308846	511145	511145	Low Throughput	-	-	-	-	BIOGRID	P23890	-	NP_418557	P23890	-	NP_418557	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2383404	946334	946334	850691	850691	b1817	b1817	manX	manX	ECK1815|JW1806|gptB|mpt|ptsL|ptsX	ECK1815|JW1806|gptB|mpt|ptsL|ptsX	Biochemical Activity	physical	Gutknecht R (1999)	PUBMED:10037691	511145	511145	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P69797	-	NP_416331	P69797	-	NP_416331	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2388625	947004	948393	851343	852690	b2530	b3895	iscS	fdhD	ECK2527|JW2514|nuvC|yfhO|yzzO	ECK3888|JW3866	Affinity Capture-Western	physical	Thome R (2012)	PUBMED:22194618	511145	511145	Low Throughput	-	-	-	-	BIOGRID	P0A6B7	-	YP_026169	P32177	-	NP_418331	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2388626	948393	947004	852690	851343	b3895	b2530	fdhD	iscS	ECK3888|JW3866	ECK2527|JW2514|nuvC|yfhO|yzzO	Two-hybrid	physical	Thome R (2012)	PUBMED:22194618	511145	511145	Low Throughput	-	-	-	-	BIOGRID	P32177	-	NP_418331	P0A6B7	-	YP_026169	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2393801	946278	946278	850636	850636	b1767	b1767	ansA	ansA	ECK1765|JW1756	ECK1765|JW1756	Co-crystal Structure	physical	Yun MK (2007)	PUBMED:17451745	511145	511145	Low Throughput	-	-	-	-	BIOGRID	P0A962	-	NP_416281	P0A962	-	NP_416281	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2534189	946117	947441	850477	851761	b1584	b2217	speG	rcsB	ECK1579|JW1576	ECK2210|JW2205|viaA	Reconstituted Complex	physical	Hu LI (2018)	PUBMED:30562360	511145	511145	Low Throughput	-	-	-	-	BIOGRID	P0A951	-	NP_416101	P0DMC7	-	NP_416721	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2561475	947573	948555	851889	852849	b0640	b4052	holA	dnaB	ECK0633|JW0635	ECK4044|JW4012|groP|grpA|grpD	Reconstituted Complex	physical	Flores-Rozas H (1994)	PUBMED:7915843	511145	511145	Low Throughput	-	-	-	-	BIOGRID	P28630	-	NP_415173	P0ACB0	-	NP_418476	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2561476	5111	948555	111142	852849	-	b4052	PCNA	dnaB	ATLD2	ECK4044|JW4012|groP|grpA|grpD	Reconstituted Complex	physical	Flores-Rozas H (1994)	PUBMED:7915843	9606	511145	Low Throughput	-	-	-	-	BIOGRID	P12004	-	NP_872590|NP_002583	P0ACB0	-	NP_418476	-	-	-	-	-	-	Homo sapiens	Escherichia coli (K12/MG1655)
2563716	945198	948590	849584	852884	b0004	b0044	thrC	fixX	ECK0004|JW0003	ECK0045|JW0043|yaaT	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P00934	-	NP_414545	P68646	-	NP_414586	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2567618	944748	945642	849151	850014	b0008	b0071	talB	leuD	ECK0008|JW0007|yaaK	ECK0073|JW0070	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A870	-	NP_414549	P30126	-	NP_414613	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
